,BARCLAY,CHAKOTAY,COMPUTER,EMH,JANEWAY,KES,KIM,NEELIX,PARIS,SEVEN,TORRES,TUVOK,lines,ep,season,title
TORRES,0,3,0,3,1,1,0,14,94,0,4,9,84,54,3,Blood Fever
TUVOK,0,10,0,14,2,0,0,0,11,0,9,0,42,54,3,Blood Fever
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,Unity
CHAKOTAY,0,0,0,0,21,0,0,1,0,0,10,0,92,55,3,Unity
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,Unity
EMH,0,0,0,0,5,3,0,0,0,0,8,0,9,55,3,Unity
JANEWAY,0,21,0,5,2,0,12,0,11,0,4,17,45,55,3,Unity
KES,0,0,0,3,0,0,0,0,0,0,1,0,2,55,3,Unity
KIM,0,0,0,0,12,0,0,0,4,0,3,5,13,55,3,Unity
NEELIX,0,1,0,0,0,0,0,0,0,0,0,0,1,55,3,Unity
PARIS,0,0,0,0,11,0,4,0,0,0,0,3,10,55,3,Unity
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,Unity
TORRES,0,10,0,8,4,1,3,0,0,0,2,7,23,55,3,Unity
TUVOK,0,0,0,0,17,0,5,0,3,0,7,0,20,55,3,Unity
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,Darkling
CHAKOTAY,0,0,0,0,4,0,0,0,0,0,0,6,9,56,3,Darkling
COMPUTER,0,0,0,0,2,4,0,0,0,0,0,1,4,56,3,Darkling
EMH,0,0,0,0,8,45,1,1,0,0,48,3,60,56,3,Darkling
JANEWAY,0,4,2,8,0,22,5,0,0,0,0,12,34,56,3,Darkling
KES,0,0,4,45,22,6,0,0,0,0,3,8,95,56,3,Darkling
KIM,0,0,0,1,5,0,0,0,0,0,0,0,4,56,3,Darkling
NEELIX,0,0,0,1,0,0,0,0,0,0,0,0,2,56,3,Darkling
PARIS,0,0,0,0,0,0,0,0,0,0,0,0,2,56,3,Darkling
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,Darkling
TORRES,0,0,0,48,0,3,0,0,0,0,0,0,37,56,3,Darkling
TUVOK,0,6,1,3,12,8,0,0,0,0,0,0,30,56,3,Darkling
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,Rise
CHAKOTAY,0,0,0,0,6,0,4,0,0,0,5,2,12,57,3,Rise
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,Rise
EMH,0,0,0,0,0,1,0,5,0,0,0,0,3,57,3,Rise
JANEWAY,0,6,0,0,2,0,6,0,1,0,0,8,13,57,3,Rise
KES,0,0,0,1,0,0,0,1,0,0,0,0,1,57,3,Rise
KIM,0,4,0,0,6,0,0,0,1,0,0,1,8,57,3,Rise
NEELIX,0,0,0,5,0,1,0,16,0,0,0,117,105,57,3,Rise
PARIS,0,0,0,0,1,0,1,0,0,0,0,0,1,57,3,Rise
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,Rise
TORRES,0,5,0,0,0,0,0,0,0,0,0,0,5,57,3,Rise
TUVOK,0,2,0,0,8,0,1,117,0,0,0,6,104,57,3,Rise
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,Favorite son
CHAKOTAY,0,0,0,8,17,0,6,0,2,0,0,9,25,58,3,Favorite son
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,Favorite son
EMH,0,8,0,0,13,9,15,0,0,0,5,2,27,58,3,Favorite son
JANEWAY,0,17,0,13,0,0,22,0,7,0,0,26,51,58,3,Favorite son
KES,0,0,0,9,0,0,7,0,0,0,1,0,9,58,3,Favorite son
KIM,0,6,0,15,22,7,6,3,8,0,11,7,102,58,3,Favorite son
NEELIX,0,0,0,0,0,0,3,0,1,0,0,0,2,58,3,Favorite son
PARIS,0,2,0,0,7,0,8,1,0,0,0,5,15,58,3,Favorite son
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,Favorite son
TORRES,0,0,0,5,0,1,11,0,0,0,0,0,11,58,3,Favorite son
TUVOK,0,9,0,2,26,0,7,0,5,0,0,0,29,58,3,Favorite son
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,Before And After
CHAKOTAY,0,0,0,19,1,15,9,0,8,0,0,5,31,59,3,Before And After
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,Before And After
EMH,0,19,0,4,7,58,2,0,20,0,9,3,78,59,3,Before And After
JANEWAY,0,1,0,7,0,9,0,1,1,0,3,3,14,59,3,Before And After
KES,0,15,0,58,9,2,6,18,70,0,6,2,130,59,3,Before And After
KIM,0,9,0,2,0,6,0,1,4,0,1,1,15,59,3,Before And After
NEELIX,0,0,0,0,1,18,1,0,5,0,0,4,17,59,3,Before And After
PARIS,0,8,0,20,1,70,4,5,2,0,2,2,63,59,3,Before And After
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,Before And After
TORRES,0,0,0,9,3,6,1,0,2,0,0,0,11,59,3,Before And After
TUVOK,0,5,0,3,3,2,1,4,2,0,0,0,10,59,3,Before And After
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Real Life
CHAKOTAY,0,0,0,0,9,0,9,0,4,0,2,4,15,60,3,Real Life
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Real Life
EMH,0,0,0,6,0,29,0,0,26,0,18,0,118,60,3,Real Life
JANEWAY,0,9,0,0,0,0,25,0,22,0,10,11,49,60,3,Real Life
KES,0,0,0,29,0,0,0,0,0,0,4,0,21,60,3,Real Life
KIM,0,9,0,0,25,0,0,0,4,0,5,5,25,60,3,Real Life
NEELIX,0,0,0,0,0,0,0,0,7,0,0,0,4,60,3,Real Life
PARIS,0,4,0,26,22,0,4,7,0,0,17,3,62,60,3,Real Life
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Real Life
TORRES,0,2,0,18,10,4,5,0,17,0,0,2,35,60,3,Real Life
TUVOK,0,4,0,0,11,0,5,0,3,0,2,0,13,60,3,Real Life
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Distant Origin
CHAKOTAY,0,0,0,0,4,0,5,0,0,0,0,2,38,61,3,Distant Origin
COMPUTER,0,0,0,1,7,0,0,0,5,0,0,0,7,61,3,Distant Origin
EMH,0,0,1,0,17,2,0,0,0,0,0,2,12,61,3,Distant Origin
JANEWAY,0,4,7,17,4,0,16,0,0,0,0,0,35,61,3,Distant Origin
KES,0,0,0,2,0,0,0,0,0,0,0,0,1,61,3,Distant Origin
KIM,0,5,0,0,16,0,0,0,0,0,0,1,13,61,3,Distant Origin
NEELIX,0,0,0,0,0,0,0,0,0,0,0,0,1,61,3,Distant Origin
PARIS,0,0,5,0,0,0,0,0,2,0,11,13,20,61,3,Distant Origin
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Distant Origin
TORRES,0,0,0,0,0,0,0,0,11,0,0,0,6,61,3,Distant Origin
TUVOK,0,2,0,2,0,0,1,0,13,0,0,0,12,61,3,Distant Origin
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Displaced
CHAKOTAY,0,6,2,4,8,0,0,4,2,0,3,8,36,62,3,Displaced
COMPUTER,0,2,0,1,4,0,0,0,0,0,0,0,5,62,3,Displaced
EMH,0,4,1,2,3,0,0,0,3,0,10,4,18,62,3,Displaced
JANEWAY,0,8,4,3,6,1,1,3,0,0,11,29,56,62,3,Displaced
KES,0,0,0,0,1,0,0,0,0,0,1,0,1,62,3,Displaced
KIM,0,0,0,0,1,0,0,0,0,0,15,0,10,62,3,Displaced
NEELIX,0,4,0,0,3,0,0,0,1,0,0,2,9,62,3,Displaced
PARIS,0,2,0,3,0,0,0,1,2,0,51,0,33,62,3,Displaced
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,Displaced
TORRES,0,3,0,10,11,1,15,0,51,0,10,0,63,62,3,Displaced
TUVOK,0,8,0,4,29,0,0,2,0,0,0,0,26,62,3,Displaced
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Worst Case Scenario
CHAKOTAY,0,4,0,0,8,0,5,2,3,0,28,8,42,63,3,Worst Case Scenario
COMPUTER,0,0,0,0,0,0,0,0,12,0,2,6,16,63,3,Worst Case Scenario
EMH,0,0,0,0,0,0,0,0,3,0,0,2,3,63,3,Worst Case Scenario
JANEWAY,0,8,0,0,0,0,6,1,8,0,14,10,30,63,3,Worst Case Scenario
KES,0,0,0,0,0,0,0,0,0,0,0,0,3,63,3,Worst Case Scenario
KIM,0,5,0,0,6,0,0,1,1,0,2,3,12,63,3,Worst Case Scenario
NEELIX,0,2,0,0,1,0,1,0,10,0,2,3,10,63,3,Worst Case Scenario
PARIS,0,3,12,3,8,0,1,10,6,0,35,64,113,63,3,Worst Case Scenario
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,Worst Case Scenario
TORRES,0,28,2,0,14,0,2,2,35,0,0,2,50,63,3,Worst Case Scenario
TUVOK,0,8,6,2,10,0,3,3,64,0,2,2,66,63,3,Worst Case Scenario
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Scorpion (parts 1 & 2)
CHAKOTAY,0,8,0,17,104,3,24,3,16,26,25,33,147,64,3,Scorpion (parts 1 & 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,Scorpion (parts 1 & 2)
EMH,0,17,0,4,22,20,0,0,0,1,2,2,40,64,3,Scorpion (parts 1 & 2)
JANEWAY,0,104,0,22,2,15,25,2,20,35,11,39,180,64,3,Scorpion (parts 1 & 2)
KES,0,3,0,20,15,0,1,1,0,0,0,3,23,64,3,Scorpion (parts 1 & 2)
KIM,0,24,0,0,25,1,0,0,1,1,2,17,37,64,3,Scorpion (parts 1 & 2)
NEELIX,0,3,0,0,2,1,0,0,0,0,0,0,3,64,3,Scorpion (parts 1 & 2)
PARIS,0,16,0,0,20,0,1,0,0,0,3,8,28,64,3,Scorpion (parts 1 & 2)
SEVEN,0,26,0,1,35,0,1,0,0,4,1,15,49,64,3,Scorpion (parts 1 & 2)
TORRES,0,25,0,2,11,0,2,0,3,1,0,5,29,64,3,Scorpion (parts 1 & 2)
TUVOK,0,33,0,2,39,3,17,0,8,15,5,0,70,64,3,Scorpion (parts 1 & 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,The Gift
CHAKOTAY,0,0,0,0,25,0,3,0,3,0,0,0,18,65,4,The Gift
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,The Gift
EMH,0,0,0,8,19,14,0,0,0,6,0,8,32,65,4,The Gift
JANEWAY,0,25,0,19,4,17,5,0,3,51,2,14,79,65,4,The Gift
KES,0,0,0,14,17,8,2,19,0,0,0,26,46,65,4,The Gift
KIM,0,3,0,0,5,2,0,0,2,7,4,0,14,65,4,The Gift
NEELIX,0,0,0,0,0,19,0,0,0,0,0,0,10,65,4,The Gift
PARIS,0,3,0,0,3,0,2,0,0,0,0,0,6,65,4,The Gift
SEVEN,0,0,0,6,51,0,7,0,0,6,8,0,42,65,4,The Gift
TORRES,0,0,0,0,2,0,4,0,0,8,0,0,12,65,4,The Gift
TUVOK,0,0,0,8,14,26,0,0,0,0,0,0,27,65,4,The Gift
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,Day of Honor
CHAKOTAY,0,0,0,0,2,0,1,0,1,2,13,0,11,66,4,Day of Honor
COMPUTER,0,0,0,0,0,0,0,0,8,0,9,0,9,66,4,Day of Honor
EMH,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,Day of Honor
JANEWAY,0,2,0,0,0,0,2,4,4,37,10,6,44,66,4,Day of Honor
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,Day of Honor
KIM,0,1,0,0,2,0,0,0,0,2,0,1,3,66,4,Day of Honor
NEELIX,0,0,0,0,4,0,0,0,0,0,21,0,14,66,4,Day of Honor
PARIS,0,1,8,0,4,0,0,0,6,15,109,0,78,66,4,Day of Honor
SEVEN,0,2,0,0,37,0,2,0,15,0,12,1,39,66,4,Day of Honor
TORRES,0,13,9,0,10,0,0,21,109,12,2,0,113,66,4,Day of Honor
TUVOK,0,0,0,0,6,0,1,0,0,1,0,2,10,66,4,Day of Honor
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,Nemesis
CHAKOTAY,0,4,0,2,9,0,0,1,0,0,0,10,114,67,4,Nemesis
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,Nemesis
EMH,0,2,0,0,1,0,0,0,0,0,0,0,2,67,4,Nemesis
JANEWAY,0,9,0,1,2,0,3,4,8,0,2,8,21,67,4,Nemesis
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,Nemesis
KIM,0,0,0,0,3,0,0,0,0,0,0,1,2,67,4,Nemesis
NEELIX,0,1,0,0,4,0,0,0,0,0,1,2,5,67,4,Nemesis
PARIS,0,0,0,0,8,0,0,0,0,0,1,8,9,67,4,Nemesis
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,Nemesis
TORRES,0,0,0,0,2,0,0,1,1,0,0,0,2,67,4,Nemesis
TUVOK,0,10,0,0,8,0,1,2,8,0,0,0,16,67,4,Nemesis
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,Revulsion
CHAKOTAY,0,0,0,0,0,0,32,0,0,0,0,0,17,68,4,Revulsion
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,Revulsion
EMH,0,0,0,4,6,0,0,0,9,0,59,0,71,68,4,Revulsion
JANEWAY,0,0,0,6,0,0,2,2,0,0,0,2,8,68,4,Revulsion
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,Revulsion
KIM,0,32,0,0,2,0,4,0,24,71,0,0,69,68,4,Revulsion
NEELIX,0,0,0,0,2,0,0,0,0,0,0,0,1,68,4,Revulsion
PARIS,0,0,0,9,0,0,24,0,0,0,8,0,23,68,4,Revulsion
SEVEN,0,0,0,0,0,0,71,0,0,2,0,0,39,68,4,Revulsion
TORRES,0,0,0,59,0,0,0,0,8,0,2,0,55,68,4,Revulsion
TUVOK,0,0,0,0,2,0,0,0,0,0,0,0,1,68,4,Revulsion
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,The Raven
CHAKOTAY,0,0,0,2,19,0,5,0,1,1,0,2,19,69,4,The Raven
COMPUTER,0,0,0,0,0,0,0,0,2,0,0,0,1,69,4,The Raven
EMH,0,2,0,0,3,0,0,0,0,13,0,0,9,69,4,The Raven
JANEWAY,0,19,0,3,2,0,19,0,3,15,2,8,61,69,4,The Raven
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,The Raven
KIM,0,5,0,0,19,0,2,0,1,0,7,0,19,69,4,The Raven
NEELIX,0,0,0,0,0,0,0,10,0,23,0,0,17,69,4,The Raven
PARIS,0,1,2,0,3,0,1,0,0,0,0,14,16,69,4,The Raven
SEVEN,0,1,0,13,15,0,0,23,0,6,0,36,55,69,4,The Raven
TORRES,0,0,0,0,2,0,7,0,0,0,0,0,5,69,4,The Raven
TUVOK,0,2,0,0,8,0,0,0,14,36,0,4,40,69,4,The Raven
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,Scientific Method
CHAKOTAY,0,0,0,7,7,0,2,12,4,0,0,0,18,70,4,Scientific Method
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,Scientific Method
EMH,0,7,0,8,27,0,1,11,11,34,34,0,73,70,4,Scientific Method
JANEWAY,0,7,0,27,4,0,11,0,8,12,3,35,73,70,4,Scientific Method
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,Scientific Method
KIM,0,2,0,1,11,0,0,3,13,3,0,2,19,70,4,Scientific Method
NEELIX,0,12,0,11,0,0,3,2,6,0,0,0,17,70,4,Scientific Method
PARIS,0,4,0,11,8,0,13,6,6,0,59,8,65,70,4,Scientific Method
SEVEN,0,0,0,34,12,0,3,0,0,2,0,13,38,70,4,Scientific Method
TORRES,0,0,0,34,3,0,0,0,59,0,0,1,53,70,4,Scientific Method
TUVOK,0,0,0,0,35,0,2,0,8,13,1,0,34,70,4,Scientific Method
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,Year of Hell (parts 1 & 2)
CHAKOTAY,0,0,0,3,37,0,10,0,38,2,0,8,83,71,4,Year of Hell (parts 1 & 2)
COMPUTER,0,0,0,2,0,0,1,0,0,0,0,0,4,71,4,Year of Hell (parts 1 & 2)
EMH,0,3,2,0,39,0,1,0,20,0,1,0,36,71,4,Year of Hell (parts 1 & 2)
JANEWAY,0,37,0,39,4,0,31,12,16,30,13,46,139,71,4,Year of Hell (parts 1 & 2)
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,Year of Hell (parts 1 & 2)
KIM,0,10,1,1,31,0,0,0,5,11,30,7,53,71,4,Year of Hell (parts 1 & 2)
NEELIX,0,0,0,0,12,0,0,0,0,4,5,6,14,71,4,Year of Hell (parts 1 & 2)
PARIS,0,38,0,20,16,0,5,0,0,0,4,2,58,71,4,Year of Hell (parts 1 & 2)
SEVEN,0,2,0,0,30,0,11,4,0,0,6,43,52,71,4,Year of Hell (parts 1 & 2)
TORRES,0,0,0,1,13,0,30,5,4,6,0,0,32,71,4,Year of Hell (parts 1 & 2)
TUVOK,0,8,0,0,46,0,7,6,2,43,0,0,63,71,4,Year of Hell (parts 1 & 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,Random Thoughts
CHAKOTAY,0,0,0,0,1,0,1,0,18,0,0,0,11,72,4,Random Thoughts
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,Random Thoughts
EMH,0,0,0,0,0,0,0,0,0,0,3,0,2,72,4,Random Thoughts
JANEWAY,0,1,0,0,2,0,2,3,6,18,6,12,49,72,4,Random Thoughts
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,Random Thoughts
KIM,0,1,0,0,2,0,0,0,0,0,0,2,5,72,4,Random Thoughts
NEELIX,0,0,0,0,3,0,0,0,22,10,2,7,35,72,4,Random Thoughts
PARIS,0,18,0,0,6,0,0,22,0,0,0,0,25,72,4,Random Thoughts
SEVEN,0,0,0,0,18,0,0,10,0,0,0,0,14,72,4,Random Thoughts
TORRES,0,0,0,3,6,0,0,2,0,0,4,26,46,72,4,Random Thoughts
TUVOK,0,0,0,0,12,0,2,7,0,0,26,2,88,72,4,Random Thoughts
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,Concerning Flight
CHAKOTAY,0,0,0,0,6,0,15,0,8,0,2,8,30,73,4,Concerning Flight
COMPUTER,0,0,0,0,7,0,0,0,0,0,0,0,6,73,4,Concerning Flight
EMH,0,0,0,0,0,0,0,0,0,20,0,2,12,73,4,Concerning Flight
JANEWAY,0,6,7,0,2,0,5,0,2,0,4,34,105,73,4,Concerning Flight
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,Concerning Flight
KIM,0,15,0,0,5,0,2,0,4,10,0,8,27,73,4,Concerning Flight
NEELIX,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,Concerning Flight
PARIS,0,8,0,0,2,0,4,0,0,0,0,3,11,73,4,Concerning Flight
SEVEN,0,0,0,20,0,0,10,0,0,0,0,10,20,73,4,Concerning Flight
TORRES,0,2,0,0,4,0,0,0,0,0,0,1,6,73,4,Concerning Flight
TUVOK,0,8,0,2,34,0,8,0,3,10,1,0,50,73,4,Concerning Flight
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,Mortal Coil
CHAKOTAY,0,2,0,2,3,0,1,61,13,4,2,0,50,74,4,Mortal Coil
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,Mortal Coil
EMH,0,2,0,0,6,0,0,11,1,20,0,0,23,74,4,Mortal Coil
JANEWAY,0,3,0,6,2,0,6,19,3,16,0,5,32,74,4,Mortal Coil
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,Mortal Coil
KIM,0,1,0,0,6,0,0,1,0,0,1,1,7,74,4,Mortal Coil
NEELIX,0,61,0,11,19,0,1,18,9,67,0,0,141,74,4,Mortal Coil
PARIS,0,13,0,1,3,0,0,9,0,3,0,4,19,74,4,Mortal Coil
SEVEN,0,4,0,20,16,0,0,67,3,4,1,8,66,74,4,Mortal Coil
TORRES,0,2,0,0,0,0,1,0,0,1,0,0,2,74,4,Mortal Coil
TUVOK,0,0,0,0,5,0,1,0,4,8,0,0,10,74,4,Mortal Coil
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,Waking Moments
CHAKOTAY,0,2,0,53,45,0,0,8,21,1,5,5,100,75,4,Waking Moments
COMPUTER,0,0,0,0,8,0,0,0,0,0,4,0,7,75,4,Waking Moments
EMH,0,53,0,2,13,0,12,0,0,3,0,0,56,75,4,Waking Moments
JANEWAY,0,45,8,13,6,0,3,9,10,5,19,45,101,75,4,Waking Moments
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,Waking Moments
KIM,0,0,0,12,3,0,0,6,1,12,6,4,23,75,4,Waking Moments
NEELIX,0,8,0,0,9,0,6,0,12,0,11,1,26,75,4,Waking Moments
PARIS,0,21,0,0,10,0,1,12,0,2,25,3,40,75,4,Waking Moments
SEVEN,0,1,0,3,5,0,12,0,2,2,2,0,14,75,4,Waking Moments
TORRES,0,5,4,0,19,0,6,11,25,2,2,8,43,75,4,Waking Moments
TUVOK,0,5,0,0,45,0,4,1,3,0,8,2,40,75,4,Waking Moments
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,Message in a Bottle
CHAKOTAY,0,0,0,2,3,0,0,0,0,7,3,0,9,76,4,Message in a Bottle
COMPUTER,0,0,2,33,0,0,1,0,0,0,0,0,24,76,4,Message in a Bottle
EMH,0,2,33,168,12,0,0,0,0,1,2,2,138,76,4,Message in a Bottle
JANEWAY,0,3,0,12,6,0,4,0,0,16,7,2,27,76,4,Message in a Bottle
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,Message in a Bottle
KIM,0,0,1,0,4,0,0,0,40,3,0,0,27,76,4,Message in a Bottle
NEELIX,0,0,0,0,0,0,0,0,17,0,0,0,10,76,4,Message in a Bottle
PARIS,0,0,0,0,0,0,40,17,2,0,1,0,36,76,4,Message in a Bottle
SEVEN,0,7,0,1,16,0,3,0,0,0,23,0,32,76,4,Message in a Bottle
TORRES,0,3,0,2,7,0,0,0,1,23,4,0,22,76,4,Message in a Bottle
TUVOK,0,0,0,2,2,0,0,0,0,0,0,0,2,76,4,Message in a Bottle
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,Hunters
CHAKOTAY,0,2,0,0,48,0,15,1,7,0,15,3,46,77,4,Hunters
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,Hunters
EMH,0,0,0,0,5,0,0,0,0,21,0,0,14,77,4,Hunters
JANEWAY,0,48,0,5,4,0,33,6,11,25,12,8,86,77,4,Hunters
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,Hunters
KIM,0,15,0,0,33,0,0,9,27,0,18,4,58,77,4,Hunters
NEELIX,0,1,0,0,6,0,9,0,1,0,0,21,23,77,4,Hunters
PARIS,0,7,0,0,11,0,27,1,0,0,31,0,40,77,4,Hunters
SEVEN,0,0,0,21,25,0,0,0,0,2,0,31,44,77,4,Hunters
TORRES,0,15,0,0,12,0,18,0,31,0,0,0,45,77,4,Hunters
TUVOK,0,3,0,0,8,0,4,21,0,31,0,0,39,77,4,Hunters
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,Prey
CHAKOTAY,0,4,0,0,18,0,3,0,14,1,2,23,47,78,4,Prey
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,Prey
EMH,0,0,0,0,10,0,1,0,1,22,0,0,22,78,4,Prey
JANEWAY,0,18,0,10,4,0,10,0,12,59,1,32,96,78,4,Prey
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,Prey
KIM,0,3,0,1,10,0,0,0,1,0,0,7,12,78,4,Prey
NEELIX,0,0,0,0,0,0,0,0,0,0,0,6,3,78,4,Prey
PARIS,0,14,0,1,12,0,1,0,2,2,0,5,21,78,4,Prey
SEVEN,0,1,0,22,59,0,0,0,2,2,1,2,51,78,4,Prey
TORRES,0,2,0,0,1,0,0,0,0,1,0,0,3,78,4,Prey
TUVOK,0,23,0,0,32,0,7,6,5,2,0,0,42,78,4,Prey
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,Retrospect
CHAKOTAY,0,0,0,0,6,0,0,0,4,11,0,1,13,79,4,Retrospect
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,Retrospect
EMH,0,0,0,12,28,0,0,0,1,92,0,10,89,79,4,Retrospect
JANEWAY,0,6,0,28,6,0,6,0,9,15,0,12,64,79,4,Retrospect
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,Retrospect
KIM,0,0,0,0,6,0,0,0,3,0,0,2,6,79,4,Retrospect
NEELIX,0,0,0,0,0,0,0,0,0,0,0,0,0,79,4,Retrospect
PARIS,0,4,0,1,9,0,3,0,0,3,0,2,13,79,4,Retrospect
SEVEN,0,11,0,92,15,0,0,0,3,2,0,2,82,79,4,Retrospect
TORRES,0,0,0,0,0,0,0,0,0,0,0,0,4,79,4,Retrospect
TUVOK,0,1,0,10,12,0,2,0,2,2,0,0,28,79,4,Retrospect
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,The Killing Game (parts 1 & 2)
CHAKOTAY,0,2,0,0,30,0,0,1,24,3,3,11,45,80,4,The Killing Game (parts 1 & 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,The Killing Game (parts 1 & 2)
EMH,0,0,0,0,9,0,15,21,0,16,0,0,53,80,4,The Killing Game (parts 1 & 2)
JANEWAY,0,30,0,9,16,0,1,22,2,50,12,38,137,80,4,The Killing Game (parts 1 & 2)
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,The Killing Game (parts 1 & 2)
KIM,0,0,0,15,1,0,4,0,9,0,0,0,37,80,4,The Killing Game (parts 1 & 2)
NEELIX,0,1,0,21,22,0,0,0,0,2,1,5,39,80,4,The Killing Game (parts 1 & 2)
PARIS,0,24,0,0,2,0,9,0,2,8,22,2,40,80,4,The Killing Game (parts 1 & 2)
SEVEN,0,3,0,16,50,0,0,2,8,4,3,8,58,80,4,The Killing Game (parts 1 & 2)
TORRES,0,3,0,0,12,0,0,1,22,3,0,6,36,80,4,The Killing Game (parts 1 & 2)
TUVOK,0,11,0,0,38,0,0,5,2,8,6,0,37,80,4,The Killing Game (parts 1 & 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,Vis A_Vis
CHAKOTAY,0,2,0,1,5,0,7,0,18,0,0,0,22,81,4,Vis A_Vis
COMPUTER,0,0,2,0,0,0,0,0,0,0,0,0,6,81,4,Vis A_Vis
EMH,0,1,0,2,0,0,0,0,0,0,0,2,14,81,4,Vis A_Vis
JANEWAY,0,5,0,0,6,0,8,0,9,0,0,2,33,81,4,Vis A_Vis
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,Vis A_Vis
KIM,0,7,0,0,8,0,0,0,4,0,0,0,17,81,4,Vis A_Vis
NEELIX,0,0,0,0,0,0,0,0,1,0,1,0,1,81,4,Vis A_Vis
