,ALEXANDER,BARCLAY,COMPUTER,CRUSHER,DATA,GUINAN,K'EHLEYR,LAFORGE,LWAXANA,O'BRIEN,PICARD,PULASKI,Q,RIKER,RO,TASHA,TROI,VASH,WESLEY,WORF,lines,ep,season,title
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,6,Rascals
WORF,0,0,0,1,3,0,0,1,0,0,4,0,0,13,4,0,0,0,0,2,15,131,6,Rascals
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,21,132,6,A_Fistful of Datas
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
COMPUTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,132,6,A_Fistful of Datas
CRUSHER,0,0,0,2,0,0,0,2,0,0,14,0,0,6,0,0,0,0,0,0,13,132,6,A_Fistful of Datas
DATA,0,0,0,0,6,0,0,32,0,0,7,0,0,9,0,0,0,0,0,0,29,132,6,A_Fistful of Datas
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
LAFORGE,0,0,0,2,32,0,0,2,0,0,4,0,0,6,0,0,0,0,0,0,26,132,6,A_Fistful of Datas
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
PICARD,0,0,1,14,7,0,0,4,0,0,12,0,0,1,0,0,0,0,0,10,26,132,6,A_Fistful of Datas
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
RIKER,0,0,0,6,9,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,12,132,6,A_Fistful of Datas
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
TROI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,132,6,A_Fistful of Datas
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,6,A_Fistful of Datas
WORF,28,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,0,2,65,132,6,A_Fistful of Datas
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
COMPUTER,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,133,6,The Quality of Life
CRUSHER,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,133,6,The Quality of Life
DATA,0,0,12,38,2,0,0,18,0,0,13,0,0,30,0,0,0,0,0,0,94,133,6,The Quality of Life
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
LAFORGE,0,0,0,0,18,0,0,6,0,0,23,0,0,0,0,0,0,0,0,0,64,133,6,The Quality of Life
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
PICARD,0,0,0,0,13,0,0,23,0,0,0,0,0,2,0,0,0,0,0,1,33,133,6,The Quality of Life
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
RIKER,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,31,133,6,The Quality of Life
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,6,The Quality of Life
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,6,The Quality of Life
WORF,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5,133,6,The Quality of Life
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
COMPUTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,134,6,Chain of Command (part 1)
CRUSHER,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,11,25,134,6,Chain of Command (part 1)
DATA,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,7,134,6,Chain of Command (part 1)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
LAFORGE,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,134,6,Chain of Command (part 1)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
PICARD,0,0,1,27,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,19,56,134,6,Chain of Command (part 1)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
RIKER,0,0,0,0,2,0,0,6,0,0,7,0,0,2,0,0,4,0,0,1,39,134,6,Chain of Command (part 1)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
TROI,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,134,6,Chain of Command (part 1)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Chain of Command (part 1)
WORF,0,0,0,11,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,17,134,6,Chain of Command (part 1)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,135,6,Chain of Command (part 2)
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,135,6,Chain of Command (part 2)
DATA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,135,6,Chain of Command (part 2)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
LAFORGE,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,19,135,6,Chain of Command (part 2)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
PICARD,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,56,135,6,Chain of Command (part 2)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
RIKER,0,0,0,0,0,0,0,7,0,0,1,0,0,6,0,0,1,0,0,0,30,135,6,Chain of Command (part 2)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
TROI,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,135,6,Chain of Command (part 2)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,Chain of Command (part 2)
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,6,Chain of Command (part 2)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
BARCLAY,0,4,4,1,12,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,49,136,6,Ship in a Bottle
COMPUTER,0,4,0,0,2,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,12,136,6,Ship in a Bottle
CRUSHER,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,136,6,Ship in a Bottle
DATA,0,12,2,1,0,0,0,10,0,0,24,0,0,0,0,0,1,0,0,1,36,136,6,Ship in a Bottle
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
LAFORGE,0,8,1,1,10,0,0,0,0,0,8,0,0,4,0,0,0,0,0,1,18,136,6,Ship in a Bottle
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
PICARD,0,6,11,1,24,0,0,8,0,0,6,0,0,14,0,0,3,0,0,5,88,136,6,Ship in a Bottle
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
RIKER,0,0,0,0,0,0,0,4,0,0,14,0,0,2,0,0,0,0,0,4,27,136,6,Ship in a Bottle
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
TROI,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,136,6,Ship in a Bottle
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Ship in a Bottle
WORF,0,0,0,0,1,0,0,1,0,0,5,0,0,4,0,0,0,0,0,2,8,136,6,Ship in a Bottle
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
COMPUTER,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,2,6,137,6,Aquiel
CRUSHER,0,0,0,4,0,0,0,2,0,0,12,0,0,15,0,0,0,0,0,7,23,137,6,Aquiel
DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,6,Aquiel
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
LAFORGE,0,0,7,2,0,0,0,12,0,0,4,0,0,36,0,0,0,0,0,1,84,137,6,Aquiel
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
PICARD,0,0,1,12,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,2,23,137,6,Aquiel
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
RIKER,0,0,1,15,0,0,0,36,0,0,14,0,0,0,0,0,0,0,0,10,49,137,6,Aquiel
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,6,Aquiel
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Aquiel
WORF,0,0,2,7,0,0,0,1,0,0,2,0,0,10,0,0,0,0,0,0,20,137,6,Aquiel
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,138,6,Face of the Enemy
DATA,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,15,138,6,Face of the Enemy
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
LAFORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,138,6,Face of the Enemy
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
PICARD,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,3,0,0,6,36,138,6,Face of the Enemy
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
RIKER,0,0,0,1,9,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,17,138,6,Face of the Enemy
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
TROI,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,6,0,0,0,84,138,6,Face of the Enemy
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Face of the Enemy
WORF,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,138,6,Face of the Enemy
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
COMPUTER,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,139,6,Tapestry
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,6,Tapestry
DATA,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,3,139,6,Tapestry
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
LAFORGE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,139,6,Tapestry
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
PICARD,0,0,2,0,3,0,0,2,0,0,2,0,95,23,0,0,7,0,0,6,127,139,6,Tapestry
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
Q,0,0,0,0,0,0,0,0,0,0,95,0,4,0,0,0,0,0,0,1,61,139,6,Tapestry
RIKER,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,14,139,6,Tapestry
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
TROI,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,139,6,Tapestry
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Tapestry
WORF,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,5,139,6,Tapestry
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,140,6,Birthright (part 1)
DATA,0,0,0,0,0,0,0,29,0,0,12,0,0,4,0,0,0,0,0,15,63,140,6,Birthright (part 1)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
LAFORGE,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,25,140,6,Birthright (part 1)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
PICARD,0,0,0,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,140,6,Birthright (part 1)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
RIKER,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,140,6,Birthright (part 1)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,140,6,Birthright (part 1)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,Birthright (part 1)
WORF,0,0,0,0,15,0,0,3,0,0,0,0,0,4,0,0,13,0,0,0,60,140,6,Birthright (part 1)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,141,6,Birthright (part 2)
DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
LAFORGE,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,141,6,Birthright (part 2)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
PICARD,0,0,0,1,0,0,0,3,0,0,2,0,0,7,0,0,0,0,0,4,10,141,6,Birthright (part 2)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
RIKER,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,5,141,6,Birthright (part 2)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,Birthright (part 2)
WORF,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,85,141,6,Birthright (part 2)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
COMPUTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,142,6,Starship Mine
CRUSHER,0,0,0,2,2,0,0,0,0,0,3,0,0,9,0,0,3,0,0,1,14,142,6,Starship Mine
DATA,0,0,0,2,0,0,0,0,0,0,17,0,0,10,0,0,1,0,0,0,27,142,6,Starship Mine
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
LAFORGE,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,3,14,142,6,Starship Mine
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
PICARD,0,0,1,3,17,0,0,12,0,0,4,0,0,2,0,0,9,0,0,9,63,142,6,Starship Mine
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
RIKER,0,0,0,9,10,0,0,6,0,0,2,0,0,0,0,0,9,0,0,1,33,142,6,Starship Mine
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
TROI,0,0,0,3,1,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,16,142,6,Starship Mine
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,Starship Mine
WORF,0,0,1,1,0,0,0,3,0,0,9,0,0,1,0,0,0,0,0,2,9,142,6,Starship Mine
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
COMPUTER,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,143,6,Lessons
CRUSHER,0,0,0,0,1,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,21,143,6,Lessons
DATA,0,0,0,1,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,6,143,6,Lessons
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Lessons
